personid,age,hisp,PriceCategory,married,MyBestBuy,hhincome,appliances,Warranty,familysize,productgeneration,newcustomer,weekend
11671010,67,0,17,1,1,26.184,1,0,4,9,1,0
11671040,69,0,17,1,1,26.184,1,1,4,9,1,0
84418010,65,0,14,1,1,26.195999,1,1,4,8,1,0
31670010,66,0,14,0,0,26.219999,1,0,1,8,1,0
58881030,75,0,14,0,1,26.238001,0,1,2,9,0,1
73671010,65,0,12,1,1,26.247999,1,1,3,7,1,1
11368020,65,0,12,1,1,26.326,1,1,3,8,1,1
11368010,67,0,14,1,1,26.326,1,0,4,9,1,0
40888020,66,0,12,1,0,26.351999,1,1,4,8,1,1
40888030,70,0,11,1,1,26.351999,1,1,4,7,1,0
22545010,69,0,12,1,1,26.379999,1,1,4,7,0,1
22545040,69,0,11,1,1,26.379999,1,1,4,6,0,0
16935010,67,0,12,0,0,26.392,1,1,1,8,1,1
37382010,59,0,12,0,0,26.4,0,1,2,7,1,0
14349010,60,0,11,1,0,26.42,1,1,4,6,1,1
80070020,65,0,12,0,1,26.483999,1,1,2,7,0,1
23303020,65,0,12,1,1,26.496,1,1,4,7,1,1
36666020,66,0,12,1,0,26.544001,1,0,3,8,1,0
36666030,71,0,12,1,1,26.544001,1,0,3,8,1,0
65622040,71,1,6,1,0,26.591999,1,1,4,4,1,0
72216030,70,1,0,1,0,26.6,1,0,4,2,1,1
35838030,72,0,14,1,1,26.639999,1,0,4,8,0,1
35838020,67,0,12,1,1,26.639999,1,0,4,7,0,0
65976030,78,1,17,0,1,26.650999,1,0,2,11,1,1
80305010,66,0,12,0,1,26.652,1,0,2,8,1,0
47390020,65,0,12,1,0,26.653584,1,1,3,8,1,1
51890010,61,0,8,1,0,26.664,0,0,3,5,1,0
85544020,66,0,13,1,0,26.700001,1,0,4,9,1,0
85544010,67,0,16,1,1,26.700001,1,0,3,10,1,1
13208040,70,0,13,1,1,26.704,1,1,4,7,0,0
13208010,69,0,13,1,0,26.704,1,1,3,8,1,0
35949010,64,0,12,0,0,26.74,1,0,2,8,1,1
57154030,69,0,12,0,0,26.747999,1,1,1,7,1,0
22454010,66,0,11,0,0,26.750999,1,1,1,8,0,0
20306020,65,0,12,1,1,26.780001,1,1,3,7,1,1
20306010,66,0,13,1,1,26.780001,1,1,4,9,1,0
17061040,72,0,12,1,1,26.834,1,1,4,8,1,0
40983010,66,0,17,0,1,26.836,1,0,1,11,1,0
22296010,69,0,12,0,1,26.851999,1,0,1,7,0,1
15429010,68,0,14,0,0,26.964001,1,0,1,8,0,1
25203010,68,0,14,1,1,26.988001,1,1,3,9,1,0
25203020,69,0,12,1,1,26.988001,1,1,4,8,1,1
92313020,67,0,5,1,1,27,0,1,4,4,0,1
24420010,65,0,9,1,0,27.02,0,1,3,6,1,1
24420020,69,0,7,1,1,27.02,0,1,4,6,0,0
24555040,76,0,12,1,1,27.052,1,1,4,8,0,0
24555010,65,0,16,1,1,27.052,1,1,3,10,1,1
12690010,67,0,16,0,0,27.124001,0,1,2,10,1,1
44602020,65,0,10,0,1,27.143999,0,1,2,6,1,0
36683010,67,0,12,1,1,27.184,1,1,4,7,1,0
36683020,68,0,12,1,1,27.184,1,1,4,8,1,0
12223020,62,0,12,0,0,27.200001,1,1,2,7,0,1
20081020,59,0,8,1,0,27.204,0,1,4,5,0,1
20081010,67,0,7,1,0,27.204,1,0,3,6,1,1
21820010,59,0,12,0,0,27.24,0,1,2,8,1,0
44392010,65,0,12,1,1,27.247999,0,0,4,7,1,1
22861040,70,0,2,1,0,27.335432,0,0,4,3,1,1
53846010,65,0,17,0,0,27.336,1,0,1,9,0,0
15883010,69,0,12,1,1,27.344475,1,1,3,8,0,1
47432010,68,0,12,1,1,27.372,0,0,4,8,1,0
47432040,74,0,9,1,1,27.372,1,1,3,5,1,0
23923020,65,0,12,1,0,27.424,1,1,3,7,1,0
23923030,71,0,15,1,1,27.424,0,1,3,9,0,1
74922010,65,0,10,1,1,27.440001,1,1,4,6,1,0
36676040,70,0,11,1,1,27.464001,0,1,3,7,1,1
18345010,60,1,16,1,1,27.468,0,1,3,10,0,0
13296010,65,1,14,0,0,27.48,1,0,2,8,1,1
23294030,70,0,11,1,1,27.486,0,0,3,6,1,1
30406010,66,0,12,1,1,27.5,1,0,3,7,1,1
42539010,66,0,10,0,0,27.559999,1,0,1,7,1,0
71229010,68,0,12,0,1,27.598,0,0,2,8,1,0
71483030,73,0,6,1,1,27.6,1,1,4,5,1,0
33179040,71,0,10,1,1,27.6,0,0,3,7,1,1
34353020,66,0,12,1,0,27.6,1,0,3,7,1,1
81731010,69,0,11,1,1,27.6,1,1,3,8,1,0
33179010,65,0,12,1,0,27.6,0,1,4,8,0,0
81731040,72,0,7,1,1,27.6,0,1,3,5,1,0
71483020,68,0,12,1,1,27.6,1,1,3,7,0,1
49470020,69,0,8,1,1,27.66,1,0,3,5,1,1
49470010,65,0,12,1,0,27.66,1,0,4,8,1,0
84483020,60,0,12,0,0,27.691999,1,1,2,7,1,0
47626010,67,0,12,0,0,27.756001,1,1,1,7,1,0
52455030,71,0,10,1,1,27.76,1,0,4,6,1,1
36126040,70,0,9,1,1,27.775999,1,1,3,5,1,1
36126010,66,0,12,1,1,27.775999,1,1,3,7,1,0
58605010,60,0,12,1,0,27.780001,1,1,4,7,0,1
58605020,60,0,9,1,0,27.780001,0,1,4,5,1,1
83020010,63,0,12,1,1,27.780001,1,1,4,8,1,0
47254010,68,1,14,1,1,27.799999,1,0,4,9,1,0
13772020,66,1,3,1,0,27.85,1,1,3,4,1,1
13772030,74,0,8,1,1,27.85,1,1,4,6,1,0
81522010,67,0,17,0,1,27.860001,1,0,2,11,0,1
25383010,68,0,12,1,0,27.884001,1,0,4,7,1,1
25383040,72,0,11,1,0,27.884001,1,1,4,8,1,0
41425010,66,0,16,1,1,27.956545,1,1,4,9,0,1
59439030,76,0,11,1,1,27.972,1,1,3,6,1,0
46384010,67,1,8,1,1,28,1,0,4,5,1,0
54406020,63,0,10,1,1,28.02,0,1,3,6,0,1
75263010,67,0,12,1,0,28.02,1,1,3,8,1,1
75263020,66,0,12,1,1,28.02,0,1,3,8,0,1
84486030,70,0,8,1,1,28.056,0,1,4,5,0,0
23605020,65,0,17,1,1,28.068001,1,1,4,10,1,0
32857040,75,0,12,1,0,28.07102,0,0,4,8,1,0
32857010,69,0,12,1,1,28.07102,1,0,3,7,1,0
35624030,81,0,17,1,1,28.072001,1,1,4,9,1,0
35624020,65,0,10,1,0,28.072001,1,1,3,7,1,1
32696030,58,0,11,1,0,28.1,0,1,4,6,0,1
32696020,65,0,12,1,1,28.1,0,1,4,8,1,0
52509030,69,0,12,1,1,28.124001,1,1,4,7,1,0
35987030,69,0,9,1,1,28.139999,0,1,3,5,0,1
35987020,65,0,10,1,1,28.139999,0,0,4,7,0,0
19845010,62,0,12,0,1,28.224001,1,1,2,7,0,1
33832010,67,0,16,0,1,28.280001,1,0,2,10,1,1
73933010,66,0,12,1,1,28.288,0,1,3,8,1,0
73933020,66,0,10,1,1,28.288,1,1,4,6,0,1
49377010,65,0,12,1,1,28.299797,1,1,3,8,1,0
49377020,66,0,12,1,1,28.299797,1,1,4,8,1,1
51896030,70,0,10,1,0,28.34,1,1,4,6,1,0
51896020,65,0,9,1,1,28.34,1,1,3,6,1,0
39246010,67,0,12,0,0,28.381001,1,1,1,8,1,1
85766010,69,0,12,0,1,28.42,1,1,2,7,0,0
85605010,68,0,12,1,1,28.440001,0,1,3,7,1,1
85605040,74,0,12,1,1,28.440001,1,1,3,8,1,1
44895010,65,0,11,1,0,28.445,0,0,3,7,1,0
44895020,65,0,13,1,1,28.445,1,1,4,8,1,0
82799010,66,0,17,0,1,28.643999,1,0,2,10,0,0
86780010,67,0,12,1,1,28.66,0,1,4,8,0,1
10707010,61,0,6,1,1,28.700001,0,1,4,5,0,1
45029020,68,0,12,1,1,28.737024,1,0,4,8,1,0
45029030,70,0,16,1,1,28.737024,0,1,4,10,1,1
32727010,68,0,10,0,0,28.75,1,1,2,7,0,0
40919020,68,0,12,1,0,28.752001,1,1,3,7,0,0
40919010,69,0,12,1,1,28.752001,0,0,4,8,0,0
78465020,67,0,11,1,1,28.780001,1,1,3,7,1,0
53780010,68,0,15,0,1,28.799999,1,0,1,8,1,0
77559020,66,0,12,1,1,28.799999,0,0,4,7,0,0
77559010,68,0,12,1,1,28.799999,1,1,3,8,1,0
77744020,68,0,9,0,0,28.847,1,0,2,6,0,0
47242020,67,0,8,1,1,28.872,0,1,4,5,1,1
45302010,68,0,14,1,1,28.9,1,1,4,8,1,0
81276010,69,0,9,0,1,28.924,1,0,1,6,0,0
34985010,67,0,17,1,1,28.927999,1,0,3,9,1,1
34985020,66,0,12,1,1,28.927999,0,1,3,7,1,1
32859010,63,0,12,1,0,28.968,1,1,3,7,1,0
32859020,66,0,12,1,1,28.968,1,0,4,8,1,1
52823020,69,0,12,1,0,28.98,1,1,4,7,1,1
52823030,80,0,12,1,1,28.98,1,0,4,8,0,0
33392010,66,0,15,1,1,29.009001,1,0,4,8,1,0
83535020,68,0,8,1,1,29.021999,1,0,4,5,1,1
25399010,68,0,12,1,0,29.040001,1,1,4,8,0,0
25399040,72,0,9,1,1,29.040001,1,0,4,6,1,0
83899010,68,0,12,1,1,29.040001,1,1,4,7,1,0
83899040,70,0,8,1,1,29.040001,0,0,3,5,1,0
52180020,65,0,14,1,1,29.124001,1,1,3,8,1,0
84348020,68,0,12,0,1,29.132,1,1,1,8,1,0
80846040,73,0,12,1,1,29.202,1,1,3,8,0,0
80846010,67,0,12,1,1,29.202,1,1,3,8,1,1
77885040,56,0,13,1,0,29.208,0,1,4,7,1,0
77885010,67,0,14,1,1,29.208,0,1,3,8,1,0
78135040,57,0,10,1,0,29.219999,0,1,3,7,1,0
30644020,66,0,13,1,1,29.24,1,0,4,7,1,1
46972040,56,1,7,1,0,29.24,0,0,3,5,0,0
40964030,71,0,16,1,1,29.299999,1,1,3,9,1,0
50432010,68,0,12,1,1,29.299999,0,1,4,7,1,0
40964020,69,0,12,1,1,29.299999,1,1,3,8,1,1
14179010,68,0,9,1,1,29.341999,1,1,4,6,0,1
14179040,76,0,9,1,0,29.341999,1,1,3,7,0,1
62157010,62,1,6,1,1,29.351999,1,0,4,4,1,0
40115020,68,0,14,0,0,29.360001,1,0,2,8,1,1
15739010,69,0,12,1,1,29.412001,1,1,4,7,0,0
15739040,69,0,14,1,1,29.412001,1,1,4,8,1,1
44224010,64,0,9,1,0,29.535999,0,1,4,6,1,0
86066030,69,0,7,1,0,29.548,1,0,3,5,1,0
86066020,67,0,6,1,1,29.548,0,0,3,5,0,0
86735020,68,0,9,1,1,29.559999,1,1,3,6,1,0
39191030,75,0,16,1,1,29.6,1,0,3,10,0,0
82759010,65,1,14,1,1,29.636,1,0,4,8,0,0
51835010,59,0,12,1,0,29.639999,1,0,3,7,0,0
60874010,67,0,12,0,1,29.648001,0,1,2,7,1,0
55633030,72,0,14,1,1,29.688,1,1,3,8,1,1
72721010,65,0,17,0,0,29.690001,1,1,1,9,1,0
83667010,63,0,12,1,1,29.705183,1,1,4,7,1,1
75821030,74,0,12,1,1,29.719999,1,1,3,7,1,1
35250030,70,0,17,1,1,29.73984,1,0,3,11,1,0
14259030,73,0,16,1,1,29.799999,1,1,4,10,1,1
45531040,71,1,10,1,0,29.808001,1,0,4,6,0,0
47192020,68,0,7,1,1,29.819,1,1,3,5,1,0
35425010,65,0,9,1,1,29.836,0,0,4,6,1,1
78212010,64,0,10,1,1,29.909,0,0,3,6,1,0
78212040,72,0,11,1,1,29.909,1,1,3,8,1,1
49383020,65,0,12,1,0,29.992001,1,1,3,8,1,1
49383030,73,0,12,1,0,29.992001,0,0,4,7,1,1
42534030,72,0,11,1,1,30,1,0,4,8,0,0
42534020,67,0,9,1,1,30,1,1,3,5,1,0
51725010,65,0,16,1,1,30,0,1,3,10,1,1
37257010,67,0,11,1,0,30.004,0,0,4,6,1,0
15960010,66,0,12,0,1,30.016001,0,0,1,8,1,0
43956010,68,0,17,1,1,30.063999,1,1,3,9,0,0
43956040,71,0,17,1,1,30.063999,1,1,3,10,0,1
40993040,73,0,12,1,1,30.08,1,1,4,7,0,1
40993010,69,0,12,1,0,30.08,1,1,4,8,1,0
44202010,65,0,12,1,1,30.112,0,1,4,7,1,0
60232040,70,0,5,1,0,30.139999,1,1,3,5,1,0
60232010,69,0,5,1,1,30.139999,1,1,4,4,1,1
54298010,65,0,12,1,0,30.16,1,0,3,8,1,1
54298020,68,0,12,1,1,30.16,1,1,4,7,1,1
16306010,68,0,16,0,0,30.18,1,0,2,9,0,0
36142020,65,0,12,1,1,30.27,1,0,3,7,1,0
36142030,74,0,12,1,1,30.27,1,1,3,7,1,0
45749020,67,0,12,1,1,30.288,1,1,3,7,1,1
58895010,59,0,12,1,0,30.416,1,0,3,7,1,0
38475010,68,0,16,0,1,30.431999,1,1,1,9,1,0
52851020,62,0,8,1,0,30.471001,0,1,3,5,1,0
49799010,66,0,12,1,0,30.545,1,0,4,7,0,0
49799040,72,0,8,1,1,30.545,1,1,4,5,1,0
57092010,65,0,16,0,1,30.559999,1,0,1,9,0,0
13600010,66,0,16,1,1,30.6,1,1,4,10,1,0
13600020,65,0,15,1,1,30.6,1,1,3,9,0,0
53045010,60,0,8,1,0,30.628,0,1,4,6,1,0
13757030,75,0,13,1,1,30.639999,1,1,3,8,1,0
56835010,68,0,17,0,1,30.684,1,0,1,11,1,1
86324010,66,0,16,0,1,30.775999,1,1,2,9,1,0
50235020,65,0,12,1,1,30.785999,1,1,3,7,0,1
86037020,67,0,10,1,1,30.804001,0,1,4,6,0,1
86037030,69,0,12,1,1,30.804001,1,0,4,8,1,1
36408020,67,0,14,1,1,30.839001,1,1,4,8,1,0
75903010,68,0,16,0,0,30.84,1,0,2,10,1,0
17241010,69,0,14,0,1,30.851999,1,1,2,8,1,0
82923010,67,0,12,1,1,30.860001,1,1,4,7,0,0
84641010,69,0,17,1,1,30.860001,1,0,4,10,1,1
84641020,67,0,12,1,0,30.860001,1,1,3,8,1,0
82923040,69,0,16,1,1,30.860001,1,1,3,10,0,1
75932010,66,0,12,1,1,30.9,1,1,3,8,1,1
72754020,66,0,12,1,1,30.927999,0,1,3,8,1,1
72754010,66,0,12,1,1,30.927999,0,1,4,8,0,0
45100020,69,0,12,1,1,30.948208,1,1,4,7,1,0
50358010,68,0,8,1,1,31.040001,1,1,3,5,1,0
73579020,69,0,11,1,0,31.1,1,1,3,7,0,0
81844030,70,0,12,1,1,31.104,1,1,3,8,1,1
81844020,66,0,12,1,1,31.104,1,0,3,8,1,1
51456030,69,0,16,1,1,31.125,1,0,3,10,0,0
86243030,69,0,12,1,1,31.128,1,0,3,7,0,0
16851010,65,1,16,0,1,31.129999,1,1,2,10,0,1
21359010,65,0,10,1,1,31.152,1,1,3,6,1,0
16042010,66,0,16,0,0,31.16,1,0,1,9,1,1
13902010,65,0,16,1,1,31.16,1,1,3,10,0,0
13902020,65,0,16,1,1,31.16,1,1,4,9,1,1
58799010,66,0,14,0,1,31.219999,0,1,1,8,1,1
37735020,66,0,11,1,1,31.327999,1,1,4,7,0,0
37735010,68,0,12,1,1,31.327999,1,1,4,7,1,1
54336040,71,0,12,1,1,31.368,1,1,4,8,1,0
54336010,68,0,12,1,1,31.368,1,1,4,8,1,1
79673010,66,0,14,0,0,31.379999,1,1,2,9,0,0
35228030,72,0,12,1,1,31.393,1,1,4,8,1,0
31902020,67,0,10,1,0,31.431999,1,1,3,6,0,1
35601010,67,0,12,1,1,31.431999,0,0,4,8,0,0
31902010,68,0,8,1,1,31.431999,0,0,3,5,0,0
73119030,71,0,12,1,1,31.5,0,0,3,7,0,1
73119020,66,0,12,1,1,31.5,1,1,4,7,1,1
48531020,67,0,11,1,0,31.528,1,1,4,7,0,0
48531030,69,0,8,1,1,31.528,0,1,4,5,1,0
54602010,68,0,12,0,0,31.529112,1,1,1,7,1,1
46803020,68,0,12,1,0,31.535999,1,0,3,7,1,0
38050020,68,0,12,1,1,31.540001,1,1,3,7,1,1
38050030,71,0,12,1,1,31.540001,1,1,3,8,1,0
53052010,66,0,10,1,1,31.563999,0,1,4,7,1,0
53052040,70,0,7,1,1,31.563999,0,0,3,5,1,0
59570010,60,0,9,1,1,31.6,0,1,4,6,1,0
18363010,67,0,8,0,1,31.6,1,0,2,6,1,1
41722020,69,1,9,1,1,31.643999,1,0,3,6,1,0
41722010,66,0,12,1,0,31.643999,1,0,3,7,0,0
52362010,65,0,14,1,1,31.652,1,1,4,9,1,1
86009010,60,0,10,1,1,31.667999,0,0,4,7,1,0
86009020,61,0,10,1,1,31.667999,0,0,3,7,1,0
50452020,66,0,12,1,1,31.68,1,0,3,7,0,0
50452010,66,0,12,1,1,31.68,1,1,4,8,1,1
82787010,68,0,16,1,1,31.691999,0,1,4,9,1,0
82787020,65,0,13,1,0,31.691999,1,1,4,8,1,0
33544010,68,0,16,0,0,31.698,1,0,1,9,1,1
34938020,69,0,14,1,1,31.705999,1,1,4,9,1,1
59467010,63,0,11,0,0,31.708,1,0,1,6,1,1
18075010,66,0,12,1,1,31.719999,1,1,4,8,0,0
75915040,70,0,12,1,1,31.74,1,1,4,7,1,1
75915010,67,0,14,1,1,31.74,0,1,3,9,0,1
13753020,69,0,12,1,1,31.747999,1,1,4,8,0,0
13753010,65,0,12,1,0,31.747999,1,0,3,7,1,0
44027030,69,0,17,1,0,31.76,1,1,4,9,1,0
51961010,65,0,12,1,0,31.768,1,1,3,7,1,0
51961020,67,0,12,1,1,31.768,1,1,4,7,1,1
15897020,68,0,12,1,0,31.778286,1,1,3,8,0,0
56469010,66,0,12,0,1,31.788,1,0,1,8,1,0
54387020,67,0,12,1,1,31.792,1,0,3,7,1,0
55574020,65,0,12,1,1,31.799999,1,1,4,7,1,0
50786010,67,0,12,1,0,31.952,0,1,3,7,1,1
50786040,71,0,12,1,1,31.952,1,1,4,7,0,0
19001020,68,0,6,1,1,31.964001,1,1,3,5,1,0
87689010,68,1,13,1,1,31.992001,1,0,4,8,1,1
87689020,66,1,6,1,0,31.992001,0,1,4,4,0,0
38269030,69,0,17,1,1,32,1,0,4,10,1,0
34222010,68,0,16,1,1,32,1,0,3,9,0,0
84853010,66,0,12,0,0,32.015999,1,0,1,8,1,0
43468010,68,0,10,1,0,32.150002,1,0,4,7,0,0
43468040,71,0,8,1,1,32.150002,0,1,3,5,1,0
79089010,63,0,9,1,0,32.152,1,1,4,5,0,1
22027030,70,0,12,0,1,32.256001,1,1,2,7,1,1
34863010,68,0,14,0,1,32.284,0,1,2,8,1,0
12510010,65,0,17,1,0,32.331863,1,0,4,9,1,0
12510020,65,0,16,1,0,32.331863,1,1,3,10,1,1
76230010,68,0,17,0,0,32.400002,1,0,2,10,1,0
61165030,56,0,12,1,0,32.400002,0,1,3,7,1,0
76757040,57,0,12,0,0,32.408001,1,1,1,8,1,0
76689010,67,0,12,0,1,32.467999,1,0,2,8,1,0
56072010,65,0,7,1,0,32.476448,0,1,3,6,1,1
56072040,70,0,12,1,1,32.476448,1,1,4,8,1,1
11608040,72,0,10,1,1,32.486,1,0,3,7,0,0
16663010,67,0,12,0,1,32.487999,1,1,1,7,1,0
15268030,69,0,9,1,0,32.512001,0,0,4,5,1,1
39419020,67,0,16,1,1,32.52,1,1,4,10,1,1
39419030,73,0,17,1,1,32.52,1,1,3,11,0,0
15981010,63,0,12,1,0,32.543999,1,0,3,8,0,1
15981040,71,0,14,1,1,32.543999,1,1,3,8,1,1
41240010,68,0,13,0,1,32.557259,1,0,2,7,1,0
20152010,68,0,17,0,1,32.580002,1,0,1,9,0,0
16500010,67,0,14,1,1,32.588001,1,1,4,9,1,0
16500020,65,0,12,1,1,32.588001,1,1,4,7,0,1
80712010,65,0,12,1,1,32.66,1,1,4,7,1,0
98802040,72,1,5,1,0,32.683998,0,0,3,3,0,0
98802010,68,1,5,1,0,32.683998,0,1,4,4,1,0
48545010,67,0,12,0,0,32.689999,1,0,2,8,0,0
15551010,66,0,12,1,0,32.736,1,1,4,7,1,0
45870010,65,0,12,1,1,32.759998,1,0,4,8,0,0
17184010,66,0,13,0,1,32.799999,0,1,2,8,0,0
32214010,68,0,12,1,1,32.861,0,1,3,8,0,0
38999020,66,0,12,1,1,32.891998,0,1,3,8,1,1
38999010,66,0,12,1,1,32.891998,1,1,4,8,1,1
51522020,67,0,12,0,0,32.896,1,1,2,7,1,0
79996020,67,0,12,1,1,32.939999,1,1,4,8,1,0
79996030,77,0,16,1,1,32.939999,1,1,4,9,0,0
14136010,69,0,10,1,1,32.987999,1,0,4,7,1,0
33167040,69,0,16,1,1,33.032001,0,1,4,10,0,1
32956010,65,0,12,1,0,33.032001,1,0,3,7,1,0
32956020,67,0,14,1,0,33.032001,1,0,4,9,1,1
50822010,64,0,12,1,1,33.080002,0,1,3,8,1,1
24187020,66,0,9,1,0,33.102001,1,1,4,5,1,1
36536020,66,0,10,1,1,33.119999,0,1,3,7,1,0
36536010,68,0,8,1,1,33.119999,0,1,3,5,1,0
56853010,58,0,14,0,0,33.133999,0,0,2,8,0,0
23748010,65,0,13,1,1,33.139999,0,1,3,8,1,1
39939010,67,0,12,1,1,33.147999,1,1,3,7,0,0
39939020,67,0,10,1,1,33.147999,1,0,4,6,0,0
17547010,68,0,10,1,1,33.186001,1,1,3,7,1,0
74105010,67,0,16,1,1,33.200001,1,1,4,10,1,0
24407010,67,0,14,1,1,33.200001,1,1,3,9,1,0
14748020,67,0,12,1,1,33.203999,1,1,4,8,1,0
14748010,68,0,12,1,1,33.203999,1,1,3,7,0,1
77125010,66,0,12,1,1,33.208,1,1,4,7,0,1
58024030,72,1,12,1,1,33.212002,1,0,4,7,1,1
22132010,68,0,13,1,1,33.259998,1,1,3,9,1,1
44051010,61,0,17,1,1,33.287998,1,1,4,10,1,1
44051020,66,0,17,1,1,33.287998,1,0,4,9,1,0
37160010,65,0,12,1,0,33.386002,1,1,3,7,1,0
20911020,67,0,12,1,0,33.396,1,1,4,8,1,0
20911030,69,1,14,1,1,33.396,1,0,3,9,0,0
22457010,69,0,17,0,1,33.405998,0,0,1,9,1,0
76529010,68,0,16,0,1,33.458,1,0,1,10,1,1
35680020,68,0,12,1,0,33.48,0,1,4,8,1,1
35680030,69,0,10,1,1,33.48,1,1,4,6,1,0
40519020,65,0,11,1,0,33.556,0,1,4,7,1,0
49779010,65,0,15,0,0,33.556,1,0,2,10,1,1
45378010,67,0,17,0,1,33.612,1,1,1,11,1,0
51947030,77,0,14,1,1,33.691002,1,0,3,9,1,1
84036020,68,0,12,1,0,33.73,1,1,3,8,1,1
84036030,71,0,14,1,1,33.73,1,0,3,9,1,1
10672030,57,0,14,0,0,33.740002,1,0,1,9,1,0
38762010,66,0,16,1,1,33.759998,0,1,3,9,1,1
21422010,66,0,12,1,0,33.790001,1,0,3,8,1,0
21422040,73,0,12,1,1,33.790001,1,0,4,8,1,1
61102020,64,0,12,1,0,33.792,0,1,3,7,1,0
47387040,77,0,8,1,0,33.799999,1,0,4,6,1,0
35863010,66,0,15,1,1,33.852001,1,0,3,8,0,0
35863040,71,0,16,1,1,33.852001,1,0,3,10,1,0
47709020,68,0,13,1,0,33.875999,1,1,3,7,1,0
47709030,73,0,13,1,0,33.875999,1,0,4,8,0,0
86457020,66,0,10,0,1,33.959999,0,0,1,7,1,0
85527020,66,0,11,1,0,33.976002,1,1,4,8,1,0
85527010,68,0,11,1,0,33.976002,1,0,3,7,0,1
32895010,66,0,14,1,1,33.98,1,1,3,8,1,0
32895020,66,0,14,1,0,33.98,0,1,4,8,1,1
35903030,72,0,11,1,1,33.985001,1,1,3,6,1,0
35903020,68,0,10,1,1,33.985001,0,0,3,7,0,0
24103010,68,0,16,1,1,33.995998,1,1,4,9,1,1
39340030,73,0,12,1,1,34,1,1,3,8,1,1
38950010,68,0,12,1,0,34.000568,1,0,4,8,1,1
59891020,67,1,12,1,0,34.007999,1,0,3,8,1,0
21755030,69,0,10,1,1,34.02,1,1,3,6,1,1
21755020,66,0,10,1,1,34.02,1,1,4,7,1,0
84860010,65,0,17,0,1,34.049999,1,0,2,10,1,0
15625020,65,0,12,1,1,34.119999,0,0,4,7,1,0
21423020,66,0,13,1,1,34.200001,1,0,3,7,0,1
42491010,65,0,16,1,0,34.264,1,0,4,9,1,0
87372020,66,0,12,1,1,34.292,1,1,3,8,1,1
87372010,66,0,13,1,1,34.292,1,1,4,9,1,1
87447020,65,0,13,0,0,34.299999,1,0,2,8,1,0
25234010,65,0,15,1,1,34.312,1,0,4,8,1,1
25234040,72,0,12,1,1,34.312,0,0,3,7,1,1
12418030,73,0,12,1,1,34.349998,1,0,4,8,1,0
76203010,61,0,12,1,0,34.382,1,0,4,7,0,0
53090010,68,0,10,1,1,34.391998,0,0,4,6,0,0
16036040,69,0,12,1,0,34.438,1,1,4,8,0,0
16036010,66,0,12,1,0,34.438,1,1,4,7,1,1
82779040,72,0,17,1,1,34.452,1,1,4,10,1,1
54798030,75,0,16,1,0,34.492001,1,1,3,9,1,0
11932030,72,0,13,1,0,34.560001,1,1,3,8,1,0
32236030,69,0,12,1,1,34.644001,1,1,3,7,1,0
32236020,66,0,10,1,0,34.644001,0,1,3,6,1,0
23183010,67,0,14,1,1,34.700001,0,1,4,9,1,0
23183040,69,0,13,1,1,34.700001,0,1,3,9,1,1
33504010,66,0,16,0,1,34.726002,1,0,2,9,1,0
85432010,68,0,10,1,0,34.748001,1,1,3,6,0,0
20221010,66,0,11,1,0,34.756001,1,0,4,7,0,0
85880020,65,0,11,1,1,34.799999,1,0,3,6,1,0
59210030,73,0,10,1,1,34.799999,0,0,3,6,1,1
18483020,66,0,13,1,1,34.799999,1,0,3,8,0,1
59210020,65,0,10,1,1,34.799999,1,0,3,6,0,0
85880010,68,0,13,1,0,34.799999,1,1,3,9,1,0
36675010,68,0,12,1,1,34.804001,1,1,3,7,1,0
36675040,71,0,12,1,0,34.804001,0,1,4,8,1,0
12401040,75,0,17,1,1,34.849998,1,1,4,9,1,0
41059010,68,0,12,1,1,34.872002,1,1,4,7,0,0
41059020,65,0,12,1,1,34.872002,1,1,3,8,1,0
39929020,66,0,12,1,1,34.875999,1,1,3,8,0,0
39929010,65,0,14,1,1,34.875999,1,1,4,9,0,1
82161010,67,0,17,1,1,34.878735,1,0,4,11,0,0
33387010,66,0,9,1,1,34.882999,1,1,4,5,0,0
33387020,61,0,11,1,0,34.882999,0,0,4,7,1,1
74127010,64,1,12,1,1,34.896,1,1,4,7,1,1
60370010,61,0,12,1,0,35,0,1,4,8,1,0
53304020,68,0,9,1,0,35.004002,1,0,3,6,1,0
82907010,64,0,12,1,0,35.019001,1,0,4,8,1,1
40717020,67,0,12,1,1,35.021999,1,1,3,7,0,0
40717010,65,0,12,1,1,35.021999,1,1,3,8,1,0
72967010,65,0,12,0,1,35.023998,1,0,2,8,0,0
23713020,60,0,9,1,0,35.032703,0,1,3,5,1,0
78747020,65,0,12,1,1,35.051998,0,1,3,7,1,1
78747010,65,0,12,1,0,35.051998,1,0,4,8,1,0
43764010,68,0,12,1,1,35.068001,1,1,4,7,1,1
75755020,67,0,12,1,1,35.167999,0,1,3,7,0,1
75755010,68,0,8,1,1,35.167999,1,1,3,6,1,1
15591020,62,0,8,1,0,35.192001,1,1,3,5,0,0
14434020,68,0,12,1,1,35.316002,1,1,4,8,1,1
14434030,69,0,12,1,1,35.316002,0,1,4,7,0,1
59474010,68,0,4,1,0,35.327999,0,0,4,3,1,0
59474040,79,0,8,1,1,35.327999,0,1,4,5,1,0
76613010,68,0,16,0,0,35.34,1,0,1,9,0,1
37203010,65,0,14,0,1,35.400002,1,0,2,8,1,0
78112010,61,0,17,1,1,35.411999,1,1,3,10,0,1
